,artist_name,end_time,ms_played,track_name,track_id
4488,Chance the Rapper,2022-05-26 23:38,278,All We Got (feat. Kanye West & Chicago Children's Choir),3ZLyt2ndLFBh148XRYjYYZ
4489,Frank Ocean,2022-05-26 23:38,278,Nights,7eqoqGkKwgOaWNNHx90uEZ
4490,Frank Ocean,2022-05-26 23:38,12074,Nights,7eqoqGkKwgOaWNNHx90uEZ
4491,Kanye West,2022-05-26 23:38,17577,White Dress,1gTANFZlqRitzVx7YSenzA
4492,Kid Cudi,2022-05-26 23:38,10660,Day 'N' Nite (nightmare),5FEXPoPnzueFJQCPRIrC3c
4493,GoldLink,2022-05-26 23:38,835,Crew (feat. Brent Faiyaz & Shy Glizzy),15EPc80XuFrb2LmOzGjuRg
4494,Migos,2022-05-26 23:42,219846,Higher We Go - Intro,43dOwOq0mB4i6j4SpcSkqC
4495,Kendrick Lamar,2022-05-26 23:45,185946,DNA.,6HZILIRieu8S0iqY8kIKhj
4496,Migos,2022-05-26 23:45,17145,Supastars,7yt6eiZQCkVFEzwGp4Pbor
4497,A$AP Rocky,2022-05-26 23:49,205040,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z
4498,Gunna,2022-05-26 23:52,197760,DOLLAZ ON MY HEAD (feat. Young Thug),3nS9a01VvXHQriLqJYwRqG
4499,Kendrick Lamar,2022-05-26 23:58,386906,Money Trees,2HbKqm4o0w5wEeEFXm2sD4
4500,NAV,2022-05-27 00:03,12051,Wanted You (feat. Lil Uzi Vert),1Faq8G2y56A8fRv7HsLq25
4501,Childish Gambino,2022-05-27 00:03,264233,That Power,2HI4QQQDjKde4ua1lbkFcN
4502,Doja Cat,2022-05-27 00:04,53289,Payday (feat. Young Thug),2HolBGR6tpiWI80MXoV1dJ
4503,Young Thug,2022-05-27 00:04,4829,The London (feat. J. Cole & Travis Scott),7DcvwMAiqKJQD1rrdfxSDx
4504,Chris Brown,2022-05-27 00:07,176960,Go Crazy,1IIKrJVP1C9N7iPtG6eOsK
4505,Drake,2022-05-27 00:11,257604,Way 2 Sexy (with Future & Young Thug),0k1WUmIRnG3xU6fvvDVfRG
4506,21 Savage,2022-05-27 00:14,190331,Rich Nigga Shit (feat. Young Thug),3ruoIF2UnoXdzK8mR61ebq
4507,Belly,2022-05-27 00:18,206629,Better Believe,2WN7xpcY4zmcqF57HFEGZY
4508,Future,2022-05-27 00:21,189176,D4L,5fHrHoJKfCgBd35zwIBmUK
4509,Gunna,2022-05-27 00:24,199011,Oh Okay (feat. Young Thug & Lil Baby),38844QuZDlnt44uHPrSA3S
4510,Juice WRLD,2022-05-27 00:27,157355,Bad Boy (with Young Thug),43CIWpJaJHRcI4mUSjqgc2
4511,Young Stoner Life,2022-05-27 00:31,239673,Diamonds Dancing (feat. Travis Scott),7uZqvqXzzYMKrexKxdcGmd
4512,DaBaby,2022-05-27 00:34,153466,BLIND (feat. Young Thug),2T5NBwKRySiCR78vVk08vr
4513,Young Stoner Life,2022-05-27 00:37,174413,Came and Saw (feat. Rowdy Rebel),3GkEnNf2RWmdwkA2FfjQ3g
4514,Gunna,2022-05-27 00:39,136266,pushin P (feat. Young Thug),3XOalgusokruzA5ZBA2Qcb
4515,Young Thug,2022-05-27 00:49,252256,pick up the phone,20dP2DaMHIAmwWAbp7peSr
4516,Young Thug,2022-05-27 00:53,210906,Livin It Up (with Post Malone & A$AP Rocky),7zjEyeBsaw9gV0jofJLfOM
4517,Travis Scott,2022-05-27 00:59,349933,Maria I'm Drunk (feat. Justin Bieber & Young Thug),6Yqmv7XJLCrQEauMbPGZSw
4518,Chris Brown,2022-05-27 01:02,230253,City Girls,1rJUbH0v2E8t1GY4OAUTeC
4519,Young Thug,2022-05-27 01:06,213000,Best Friend,33JcUj9qQDayKswunZP9ar
4520,Young Thug,2022-05-27 01:10,230693,Check,1jk9c0gZI0wbn5GvAj7PBV
4521,NAV,2022-05-27 01:13,1880,Call Me,1xpXnpIpuvzpx9jz15baJF
4522,JACKBOYS,2022-05-27 01:13,1044,OUT WEST (feat. Young Thug),6gi6y1xwmVszDWkUqab1qw
4523,J. Cole,2022-05-27 01:13,0,Deja Vu,6I6NX6tjGsxFAsIfGzY9lJ
4524,The Beatles,2022-05-27 01:13,835,Here Comes The Sun - Remastered 2009,6dGnYIeXmHdcikdzNNDMm2
4525,Big Sean,2022-05-27 01:13,0,Living Single,36xxq7VDZZsGwARsn6Clo7
4526,Lil Baby,2022-05-27 01:13,766,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),6PoKfDY78ih5OveWirggRX
4527,Gunna,2022-05-27 01:13,696,DOLLAZ ON MY HEAD (feat. Young Thug),3nS9a01VvXHQriLqJYwRqG
4528,Jhené Aiko,2022-05-27 01:13,0,Sativa,2pg2TiYo9Rb8KeB5JjP7jS
4529,Mura Masa,2022-05-27 01:13,812,Love$ick (feat. A$AP Rocky),3sTN90bIP2cJ1783ctHykO
4530,22Gz,2022-05-27 01:13,0,"Suburban, Pt. 2",7rWLqeQJabrK7FbY8X0TyI
4531,Kanye West,2022-05-27 01:13,1904,Street Lights,6j8gTlbhj9KJSeypNcNAS9
4532,Tyga,2022-05-27 01:13,197374,Hookah,3qQ6WFhcAx6LOH1UHz1c0U
4533,Daniel Caesar,2022-05-27 01:13,0,Streetcar,7Cu2COdH93MnuireuKNiS3
4534,Yo Gotti,2022-05-27 01:13,882,Law (feat. E-40),7mhk9WyqZZzvTTCQKfh2iV
4535,Kanye West,2022-05-27 01:13,743,Violent Crimes,3s7MCdXyWmwjdcWh7GWXas
4536,NAV,2022-05-27 01:16,173963,Call Me,1xpXnpIpuvzpx9jz15baJF
4537,Big Sean,2022-05-27 01:27,276346,Living Single,36xxq7VDZZsGwARsn6Clo7
4538,Sublime,2022-05-27 01:30,182746,Santeria,2hnMS47jN0etwvFPzYk11f
4539,Subtronics,2022-05-27 01:32,38439,Scream Saver,3svdq1Crgj8IMezbI1K6cO
4540,DDG,2022-05-27 01:38,88259,Elon Musk (feat. Gunna),6g6FfeozIEkVUXecpSq16Q
4541,A$AP Rocky,2022-05-27 01:41,158205,Sundress,2aPTvyE09vUCRwVvj0I8WK
4542,Young Thug,2022-05-27 01:45,230693,Check,1jk9c0gZI0wbn5GvAj7PBV
4543,Unknown Artist,2022-05-27 01:48,6643,Unknown Track,7eJja8Vmb4TAj46iq283dV
4544,JACKBOYS,2022-05-27 01:48,181144,GATTI,40mjsnRjCpycdUw3xhS20g
4545,Lil Tecca,2022-05-27 01:52,204137,ABOUT YOU (with NAV),098a0ODkRj8IUbEGVZMsyN
4546,Lil Tecca,2022-05-27 01:54,123870,LOT OF ME,2ZXxRC6V6AXzMdbLQZMHSB
4547,Lil Tecca,2022-05-27 01:57,190344,REPEAT IT (with Gunna),21AJQhGZpujjZQXByZAXpr
4548,Lil Tecca,2022-05-27 01:59,125217,CAUTION,7J34pk34Aw4U5J7cL5XO98
4549,Lil Tecca,2022-05-27 02:01,132363,SEASIDE (feat. iann dior),45bXTH6SuR2MKjypu4ksNz
4550,Lil Tecca,2022-05-27 02:24,25789,"CHOPPA SHOOT THE LOUDEST (with Chief Keef, feat.Trippie Redd)",2MyQK6cKu9IAzNXiBm7TD0
4551,Young Thug,2022-05-27 02:27,176386,Digits,4cg1yakyRSIOjxKM2I7J1q
4552,Lil Tecca,2022-05-27 02:28,101052,INVESTIGATION,5OJQtMs9lW7c8FdJQToqKh
4553,Lil Tecca,2022-05-27 02:31,148645,NADA,06RM1SWNkBbHR89WQvz4hK
4554,Lil Tecca,2022-05-27 02:33,115387,BANK TELLER (with Lil Yachty),3IxC6DfVAJ2bANOIliys9G
4555,J. Cole,2022-05-27 03:59,241160,Power Trip (feat. Miguel),2uwnP6tZVVmTovzX5ELooy
4556,Lil Tecca,2022-05-27 04:01,125217,SHOOTERS,5Pm5aqS8l2fytzhix5Pucu
4557,Dre'es,2022-05-27 04:05,255465,Warm (feat. Mia),3kBofOTKMUZ62a311eUwvx
4558,Kanye West,2022-05-27 04:09,237506,Flashing Lights,5TRPicyLGbAF2LGBFbHGvO
4559,Kanye West,2022-05-27 04:13,188773,Yikes,1qsHYUd2c1wFGcn7e63QmG
4560,A$AP Rocky,2022-05-27 04:16,183120,Kids Turned Out Fine,0qp8MuZNKelOGTK2HPlXBA
4561,Childish Gambino,2022-05-27 04:21,326933,Redbone,0wXuerDYiBnERgIpbb3JBR
4562,Michael Seyer,2022-05-27 04:24,193573,Little China Boy,1gxKWuo2AQsjya7TkRCzsF
4563,JAY-Z,2022-05-27 04:30,338413,Holy Grail,37jTPJgwCCmIGMPB45jrPV
4564,Baby Keem,2022-05-27 04:35,316733,range brothers (with Kendrick Lamar),0UTyLmkQgPOEIz95OVAJTR
4565,Kodak Black,2022-05-27 04:38,169344,Transportin',1WIZiOuNO3woKfdlSK2gNn
4566,Kanye West,2022-05-27 04:44,333293,Gone,5RjbFGeWVsCpw8EcE8OrvZ
4567,Frank Ocean,2022-05-27 04:47,194840,Forrest Gump,4YZbVct8l9MnAVIROnLQdx
4568,Kanye West,2022-05-27 04:51,262933,Welcome To Heartbreak,3F18I7LhWKxlf1PytSoTBH
4569,Unknown Artist,2022-05-27 04:55,200015,Unknown Track,7eJja8Vmb4TAj46iq283dV
4570,Childish Gambino,2022-05-27 04:58,202666,Retro (Rough),1nRTH500HbZX8PYwT4ZMby
4571,Chance the Rapper,2022-05-27 05:03,307187,Cocoa Butter Kisses,0aMHIW1lqrulVCx0LLlr6a
4572,Childish Gambino,2022-05-27 05:08,280835,That Power,2HI4QQQDjKde4ua1lbkFcN
4573,UMI,2022-05-27 05:11,201933,Down to Earth,5QzdYVqeAPnlBfbuJQ2AaO
4574,A$AP Rocky,2022-05-27 05:15,212640,Wild for the Night (feat. Skrillex & Birdy Nam Nam),2rzBvHM9h36Tpdj7Jdajka
4575,Kendrick Lamar,2022-05-27 05:19,275253,PRIDE.,6IZvVAP7VPPnsGX6bvgkqg
4576,Elliott Smith,2022-05-27 05:22,139000,Say Yes,3XtkcPHbYX0BImTQLlbSVN
4577,Frank Ocean,2022-05-27 05:26,234093,Lost,3GZD6HmiNUhxXYf8Gch723
4578,JACKBOYS,2022-05-27 05:28,157712,OUT WEST (feat. Young Thug),6gi6y1xwmVszDWkUqab1qw
4579,22Gz,2022-05-27 05:31,190746,"Suburban, Pt. 2",7rWLqeQJabrK7FbY8X0TyI
4580,The Beatles,2022-05-27 05:34,185733,Here Comes The Sun - Remastered 2009,6dGnYIeXmHdcikdzNNDMm2
4581,New York Dolls,2022-05-27 05:39,248866,Lonely Planet Boy,6pH1ax493xc9tcpSOyajat
4582,Jhené Aiko,2022-05-27 05:42,200720,3:16AM,4QoFwqgLw1CtoeSv6N80mU
4583,Mac Miller,2022-05-27 05:47,275071,Clarity,1YmqAwomMjcSELTuk3qCOj
4584,A$AP Rocky,2022-05-27 05:51,289586,Long Live A$AP,60Mq4EumvcSXznNugo9Op3
4585,Glass Animals,2022-05-27 05:55,238805,Heat Waves,3USxtqRwSYz57Ewm6wWRMp
4586,A$AP Mob,2022-05-27 06:00,302004,Yamborghini High (feat. Juicy J),2rqUblDWJKlMVwh9uJc0Vv
4587,Young Thug,2022-05-27 06:04,230693,Check,1jk9c0gZI0wbn5GvAj7PBV
4588,NAV,2022-05-27 06:08,215066,Call Me,1xpXnpIpuvzpx9jz15baJF
4589,Drake,2022-05-27 06:12,227880,"Hold On, We're Going Home",2aSC2xhRxOLiiZZVjhbylH
4590,Kanye West,2022-05-27 06:17,305066,Hey Mama,46OFHBw45fNi7QNjSetITR
4591,Frank Ocean,2022-05-27 06:22,307151,Nights,7eqoqGkKwgOaWNNHx90uEZ
4592,Jack Harlow,2022-05-27 06:24,147260,HEAVY HITTER,7zJld1LpGmLsPt8IGOc0KL
4593,Frank Ocean,2022-05-27 06:29,302346,Novacane,4osgfFTICMkcGbbigdsa53
4594,Young Thug,2022-05-27 06:32,176386,Digits,4cg1yakyRSIOjxKM2I7J1q
4595,Young Thug,2022-05-27 06:36,200106,The London (feat. J. Cole & Travis Scott),7DcvwMAiqKJQD1rrdfxSDx
4596,Subtronics,2022-05-27 06:40,236800,Scream Saver,3svdq1Crgj8IMezbI1K6cO
4597,Mac Miller,2022-05-27 06:44,287040,Ladders,39NDBdU5Xkm5pCFGa5kZtI
4598,Gunna,2022-05-27 06:48,193986,alotta cake,19QKaApDINxlRSKX3w1xSB
4599,NAV,2022-05-27 06:52,228080,Wanted You (feat. Lil Uzi Vert),1Faq8G2y56A8fRv7HsLq25
4600,Marshmello,2022-05-27 06:55,195200,Chasing Colors (feat. Noah Cyrus),1VxogbO6bfygdfaCnE9oLb
4601,Nas,2022-05-27 06:58,190261,Wave Gods,14246VCxRDGZHqlMlqWSz4
4602,Frank Ocean,2022-05-27 07:00,133680,In My Room,4S4Mfvv03M1cHgIOJcbUCL
4603,Drake,2022-05-27 07:04,236614,Portland,2bjwRfXMk4uRgOD9IBYl9h
4604,Future,2022-05-27 07:09,265213,Thought It Was a Drought,5ihDGnhQgMA0F0tk9fNLlA
4605,A$AP Rocky,2022-05-27 07:14,315773,"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",3oHkMCVJyOcjg5FhfLc2Rq
4606,Unknown Artist,2022-05-27 07:19,280293,Unknown Track,7eJja8Vmb4TAj46iq283dV
4607,Sublime,2022-05-27 07:22,182746,Santeria,2hnMS47jN0etwvFPzYk11f
4608,Kendrick Lamar,2022-05-27 07:28,386906,Money Trees,2HbKqm4o0w5wEeEFXm2sD4
4609,Travis Scott,2022-05-27 07:32,209115,COFFEE BEAN,6vnfObZ4Ys70SBAtti1xZ9
4610,Jhené Aiko,2022-05-27 07:36,276960,Sativa,2pg2TiYo9Rb8KeB5JjP7jS
4611,A$AP Rocky,2022-05-27 07:39,158133,Wassup,1bjTEsJdDdbuA5JsdRRxhP
4612,Kid Cudi,2022-05-27 07:44,294213,Mr. Rager,2ncLdwTd8qzkxiJjlbiOgC
4613,Mura Masa,2022-05-27 07:47,192160,Love$ick (feat. A$AP Rocky),3sTN90bIP2cJ1783ctHykO
4614,Drake,2022-05-27 07:50,208946,Find Your Love,4BycRneKmOs6MhYG9THsuX
4615,UMI,2022-05-27 07:54,188029,This Universe,2BCBJzP7PQ3QlI1lrPdOVX
4616,Kendrick Lamar,2022-05-27 07:57,185946,DNA.,6HZILIRieu8S0iqY8kIKhj
4617,Drake,2022-05-27 08:01,241853,Legend,1ID1QFSNNxi0hiZCNcwjUC
4618,Sheck Wes,2022-05-27 08:04,183906,Mo Bamba,1xzBco0xcoJEDXktl7Jxrr
4619,Black Eyed Peas,2022-05-27 08:09,284373,Meet Me Halfway,6wOYnPq1hPihRepcDClPUw
4620,Mac Miller,2022-05-27 08:17,480186,Cinderella (feat. Ty Dolla $ign),2lpygKqzPFtItQ4ss3cgfb
4621,DDG,2022-05-27 08:20,205758,Elon Musk (feat. Gunna),6g6FfeozIEkVUXecpSq16Q
4622,Unknown Artist,2022-05-27 08:24,216242,Unknown Track,7eJja8Vmb4TAj46iq283dV
4623,Roy Woods,2022-05-27 08:28,251859,Drama (feat. Drake),0PXp9QxBfSKGGpWUNaws2X
4624,Kanye West,2022-05-27 08:31,215320,Violent Crimes,3s7MCdXyWmwjdcWh7GWXas
4625,Nigo,2022-05-27 08:35,200425,Heavy (with Lil Uzi Vert),02WDt2eCNOU2mt0DF5w678
4626,Young the Giant,2022-05-27 08:39,244693,Mind Over Matter,5Az8KU81g2aLBbJN67F2CI
4627,Viniq,2022-05-27 08:43,269035,Pretty Face,0SS8cxt048udmO99CHHdRp
4628,A$AP Ferg,2022-05-27 08:48,275866,Shabba (feat. A$AP Rocky),7eaKWfov7b2Qa2n6HTesL3
4629,Gunna,2022-05-27 08:51,197760,DOLLAZ ON MY HEAD (feat. Young Thug),3nS9a01VvXHQriLqJYwRqG
4630,NAV,2022-05-27 08:54,188117,Codeine (feat. Gunna),6NzuJWrNriXAbSmscAuSIq
4631,Frank Ocean,2022-05-27 08:57,177922,Godspeed,34xTFwjPQ1dC6uJmleno7x
4632,Travis Scott,2022-05-27 09:01,190557,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN
4633,Migos,2022-05-27 09:06,304041,Slippery (feat. Gucci Mane),0TBgMKD86t1VP3IzhxCoUl
4634,Kanye West,2022-05-27 09:09,189906,Street Lights,6j8gTlbhj9KJSeypNcNAS9
4635,JACKBOYS,2022-05-27 09:12,181144,GATTI,40mjsnRjCpycdUw3xhS20g
4636,A$AP Rocky,2022-05-27 09:16,227426,Canal St. (feat. Bones),0rBMP6VVGRgwnzZCLpijyl
4637,A$AP Rocky,2022-05-27 09:20,233880,Phoenix,77v9kYcrCZV615E0P9WMrD
4638,Lil Tecca,2022-05-27 09:23,204137,ABOUT YOU (with NAV),098a0ODkRj8IUbEGVZMsyN
4639,Funkadelic,2022-05-27 09:27,229525,Hit It and Quit It,2w7R3CQgvl8PIKJlwtT9Mv
4640,Kendrick Lamar,2022-05-27 15:20,8904,Die Hard,2g6tReTlM2Akp41g0HaeXN
4641,Playboi Carti,2022-05-27 15:23,153800,Shoota (feat. Lil Uzi Vert),2BJSMvOGABRxokHKB0OI8i
4642,A$AP Rocky,2022-05-27 15:51,98201,Wild for the Night (feat. Skrillex & Birdy Nam Nam),2rzBvHM9h36Tpdj7Jdajka
4643,Dre'es,2022-05-27 15:51,1962,Warm (feat. Mia),3kBofOTKMUZ62a311eUwvx
4644,Chance the Rapper,2022-05-27 15:54,2315,Cocoa Butter Kisses,0aMHIW1lqrulVCx0LLlr6a
4645,Kodak Black,2022-05-27 15:54,169344,Transportin',1WIZiOuNO3woKfdlSK2gNn
4646,Gunna,2022-05-27 15:57,197760,DOLLAZ ON MY HEAD (feat. Young Thug),3nS9a01VvXHQriLqJYwRqG
4647,Childish Gambino,2022-05-27 16:01,210673,"III. Telegraph Ave. (""Oakland"" by Lloyd)",0VXfZi7XhfJnuBvF6XiypU
4648,A$AP Rocky,2022-05-27 16:08,315773,"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",3oHkMCVJyOcjg5FhfLc2Rq
4649,A$AP Ferg,2022-05-27 16:13,275866,Shabba (feat. A$AP Rocky),7eaKWfov7b2Qa2n6HTesL3
4650,Calvin Harris,2022-05-27 16:19,26936,Potion (with Dua Lipa & Young Thug),7fYRg3CEbk6rNCuzNzMT06
4651,Kanye West,2022-05-27 16:19,61306,Ghost Town,7vgTNTaEz3CsBZ1N4YQalM
4652,Lil Tecca,2022-05-27 16:20,4435,ABOUT YOU (with NAV),098a0ODkRj8IUbEGVZMsyN
4653,Calvin Harris,2022-05-27 16:21,60487,Potion (with Dua Lipa & Young Thug),7fYRg3CEbk6rNCuzNzMT06
4654,Lil Tecca,2022-05-27 16:25,148046,MONEY ON ME,668vMRYpYfpLsOvWc73umT
4655,Lil Tecca,2022-05-27 16:28,190344,REPEAT IT (with Gunna),21AJQhGZpujjZQXByZAXpr
4656,Lil Tecca,2022-05-27 16:31,168727,NEVER LEFT,0soNGRgFn7aq1T4LXtFDMb
4657,Lil Tecca,2022-05-27 16:33,125217,CAUTION,7J34pk34Aw4U5J7cL5XO98
4658,Lil Tecca,2022-05-27 16:35,132363,SEASIDE (feat. iann dior),45bXTH6SuR2MKjypu4ksNz
4659,Lil Tecca,2022-05-27 16:37,105882,NO DISCUSSION,1fU96l9s0oe6xwW4SQmcHn
4660,Lil Tecca,2022-05-27 16:39,157974,YOU DON'T NEED ME NO MORE,2NG6GFxtDHlG2L4CkSbllR
4661,Lil Tecca,2022-05-27 16:41,112941,FEE,7onc5441EbVUA9ArZZLZkJ
4662,Lil Tecca,2022-05-27 16:45,241655,"CHOPPA SHOOT THE LOUDEST (with Chief Keef, feat.Trippie Redd)",2MyQK6cKu9IAzNXiBm7TD0
4663,Lil Tecca,2022-05-27 16:47,114000,DID THAT,5rgCPO7k4kvWsuaCTwqPhs
4664,Lil Tecca,2022-05-27 16:51,204137,ABOUT YOU (with NAV),098a0ODkRj8IUbEGVZMsyN
4665,Lil Tecca,2022-05-27 17:10,123870,LOT OF ME,2ZXxRC6V6AXzMdbLQZMHSB
4666,Lil Tecca,2022-05-27 17:12,101052,INVESTIGATION,5OJQtMs9lW7c8FdJQToqKh
4667,Lil Tecca,2022-05-27 17:14,102595,YOU GOTTA GO DO BETTER,6Y4zAVf3zGirseAqMuyMFn
4668,Lil Tecca,2022-05-27 17:19,177103,BANK TELLER (with Lil Yachty),3IxC6DfVAJ2bANOIliys9G
4669,Lil Tecca,2022-05-27 17:21,148645,NADA,06RM1SWNkBbHR89WQvz4hK
4670,Lil Tecca,2022-05-27 17:23,111549,MY SIDE,46yOT5iCvvQsHakl2aHhTN
4671,Lil Tecca,2022-05-27 17:55,146470,WHATEVER,5nBYgyIxHIPo3i52GQvSeU
4672,Lil Tecca,2022-05-27 17:57,125217,SHOOTERS,5Pm5aqS8l2fytzhix5Pucu
4673,Lil Tecca,2022-05-27 17:59,125217,EVERYWHERE I GO,40A28bQyxfjQWmxh9ypIwg
4674,Lil Tecca,2022-05-27 18:02,153626,Out Of Love (feat. Internet Money),0IJA9KP6rT55jrP1YpTdhx
4675,Metro Boomin,2022-05-27 18:05,203266,Space Cadet (feat. Gunna),1fewSx2d5KIZ04wsooEBOz
4676,NAV,2022-05-27 18:09,226040,Myself,05nbZ1xxVNwUTcGwLbp7CN
4677,Juice WRLD,2022-05-27 18:51,134535,Armed And Dangerous,5wujBwqG7INdStqGd4tRMX
4678,Ski Mask The Slump God,2022-05-27 19:15,138426,Unbothered,5hwUsRKvnO5yThjVrxHQVt
4679,MadeinTYO,2022-05-27 19:18,165293,Chucky Cheese,0fABHG5a7RnqBlOKOwhWZD
4680,Pop Smoke,2022-05-27 19:21,190476,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S
4681,Pop Smoke,2022-05-27 19:24,160000,What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y
4682,Cordae,2022-05-27 19:27,182068,Today (feat. Gunna),7z3rc7SCgjbAztt1cbXkVj
4683,Lil Uzi Vert,2022-05-27 19:30,199993,Erase Your Social,4uhvMW7ly7tJil31YYscAN
4684,Don Toliver,2022-05-27 19:33,154424,No Idea,7AzlLxHn24DxjgQX73F9fU
4685,NAV,2022-05-27 19:36,1671,Champion (feat. Travis Scott),6nO3tr47nr2P7f3hXb8JIo
4686,Playboi Carti,2022-05-27 19:36,176027,Magnolia,1e1JKLEDKP7hEQzJfNAgPl
4687,Juice WRLD,2022-05-27 19:36,1079,All Girls Are The Same,4VXIryQMWpIdGgYR4TrjT1
4688,MadeinTYO,2022-05-27 20:06,0,Chucky Cheese,0fABHG5a7RnqBlOKOwhWZD
4689,Kanye West,2022-05-27 20:06,15232,Late,1mFHMzbaECWFaPfoePoEYl
4690,Ski Mask The Slump God,2022-05-27 20:06,859,Unbothered,5hwUsRKvnO5yThjVrxHQVt
4691,Juice WRLD,2022-05-27 20:06,35725,Armed And Dangerous,5wujBwqG7INdStqGd4tRMX
4692,J. Cole,2022-05-27 20:11,292799,No Role Modelz,68Dni7IE4VyPkTOH9mRWHr
4693,Kanye West,2022-05-27 20:13,156091,Moon,7CC6UbCs4iGsePSzFxYxNn
4694,Baby Keem,2022-05-27 20:13,6246,ORANGE SODA,5FkoSXiJPKTNyYgALRJFhD
4695,Kanye West,2022-05-27 20:17,195093,Good Morning,6MXXY2eiWkpDCezVCc0cMH
4696,Kendrick Lamar,2022-05-27 20:20,219333,Alright,3iVcZ5G6tvkXZkZKlMpIUs
4697,Kanye West,2022-05-27 20:25,267066,Addiction,5VzeI5JM2y9t21JwrWAnkH
4698,A$AP Rocky,2022-05-27 20:28,183120,Kids Turned Out Fine,0qp8MuZNKelOGTK2HPlXBA
4699,Drake,2022-05-27 20:32,241853,Legend,1ID1QFSNNxi0hiZCNcwjUC
4700,Frank Ocean,2022-05-27 20:35,200746,Thinkin Bout You,7DfFc7a6Rwfi3YQMRbDMau
4701,J. Cole,2022-05-27 20:39,200309,Kevin’s Heart,6tZ3b7ik1QDXFAZlXib0YZ
4702,Lil Tjay,2022-05-27 20:42,205458,Calling My Phone,3J8EOeKLTLXORtWPpOU5bE
4703,Kendrick Lamar,2022-05-27 20:47,310720,"Bitch, Don’t Kill My Vibe",4Pwjz3DfvfQWV0rO2V8jyh
4704,Chance the Rapper,2022-05-27 20:51,206240,Angels (feat. Saba),0jx8zY5JQsS4YEQcfkoc5C
4705,Travis Scott,2022-05-27 20:54,191622,sdp interlude,4gh0ZnHzaTMT1sDga7Ek0N
4706,Travis Scott,2022-05-27 20:57,185610,R.I.P. SCREW,4SZepBIPDRwPaHIjAKwRDb
4707,Travis Scott,2022-05-27 21:01,231963,WAKE UP,20MuVazoNMv6xjKPnRFOxG
4708,Joey Bada$$,2022-05-27 21:04,207058,DEVASTATED,4PnNzWe1LJoAMD5j5RHpI0
4709,Don Toliver,2022-05-27 21:08,211406,Company Pt 2,63oDfrgZRgZrTJE88GGC5I
4710,Kanye West,2022-05-27 21:12,229146,Bound 2,3sNVsP50132BTNlImLx70i
4711,Steve Lacy,2022-05-27 21:14,129697,C U Girl,6FBzhcfgGacfXF3AmtfEaX
4712,Eminem,2022-05-27 21:19,320640,Hailie's Song,6Db8IlZ7YY1pfIjJllejyH
4713,Childish Gambino,2022-05-27 21:38,210673,"III. Telegraph Ave. (""Oakland"" by Lloyd)",0VXfZi7XhfJnuBvF6XiypU
4714,Kanye West,2022-05-27 21:42,185973,Good Night,3bhyo2ED5Yd4RLydQBDtD6
4715,Frank Ocean,2022-05-27 21:47,304760,Super Rich Kids,0725YWm6Z0TpZ6wrNk64Eb
4716,Kendrick Lamar,2022-05-27 21:52,222497,Father Time (feat. Sampha),28qA8y1sz0FTuSapsCxNOG
4717,Frank Ocean,2022-05-27 21:54,74315,Biking,2q0VexHJirnUPnEOhr2DxK
4718,Mindchatter,2022-05-27 21:57,201687,Night Goggles - Rome In Silver Remix,4Hp78I5rUnRkEvhp9ZXk5Z
4719,GRiZ,2022-05-27 22:00,169600,Vibe Check,6e2kwYm4qe4hFbOkLm4nbF
4720,A$AP Rocky,2022-05-27 22:01,1114,Wild for the Night (feat. Skrillex & Birdy Nam Nam),2rzBvHM9h36Tpdj7Jdajka
4721,Kanye West,2022-05-27 22:01,1091,Flashing Lights,5TRPicyLGbAF2LGBFbHGvO
4722,Daft Punk,2022-05-27 22:01,69217,Around the World,1pKYYY0dkg23sQQXi0Q5zN
4723,A$AP Rocky,2022-05-27 22:02,7871,"Lost and Found Freestyle 2019 (with Tyler, The Creator & Nigo)",5x8NgG7Ya18m9wafOvvWYk
4724,Tchami,2022-05-27 22:02,59744,Praise (feat. Gunna),5cz0T1Q8AmpY18TDLAe2ja
4725,Meek Mill,2022-05-27 22:05,180522,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc
4726,Daft Punk,2022-05-27 22:05,3228,Around the World,1pKYYY0dkg23sQQXi0Q5zN
4727,GRiZ,2022-05-27 22:07,118259,Won't Be Gone Long,2noedMGvvLs5cmx8edxSBz
4728,Kid Cudi,2022-05-27 22:10,147539,Show Out (with Skepta & Pop Smoke),5CFJRZRq6sdKKtRwNPWbYv
4729,The Weeknd,2022-05-27 22:13,198266,Heartless,6bnF93Rx87YqUBLSgjiMU8
4730,The Weeknd,2022-05-27 22:16,200040,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b
4731,Young Thug,2022-05-27 22:19,176386,Digits,4cg1yakyRSIOjxKM2I7J1q
4732,Young Thug,2022-05-27 22:23,230693,Check,1jk9c0gZI0wbn5GvAj7PBV
