,artist_name,end_time,ms_played,track_name,track_id
2456,Kanye West,2022-05-17 02:11,117887,Facts (Charlie Heat Version),3MnbXlC1N7GdS9M8HzA6no
2457,Drake,2022-05-17 02:19,1344,Too Good,3BtuIIrQlkujKPuWF2B85z
2458,Drake,2022-05-17 02:38,262049,Too Good,3BtuIIrQlkujKPuWF2B85z
2459,42 Dugg,2022-05-17 02:39,28744,4 Da Gang (with Roddy Ricch),1mAey8kEPmDM2icL56kS9d
2460,Gunna,2022-05-17 02:42,168089,alotta cake,19QKaApDINxlRSKX3w1xSB
2461,A$AP Rocky,2022-05-17 02:45,214900,Canal St. (feat. Bones),0rBMP6VVGRgwnzZCLpijyl
2462,The Notorious B.I.G.,2022-05-17 02:46,11888,Hypnotize - 2014 Remaster,7KwZNVEaqikRSBSpyhXK2j
2463,The Notorious B.I.G.,2022-05-17 02:50,266216,Juicy - 2005 Remaster,5ByAIlEEnxYdvpnezg7HTX
2464,2Pac,2022-05-17 02:52,125480,California Love - Original Version,3ia3dJETSOllPsv3LJkE35
2465,2Pac,2022-05-17 02:57,308778,Hit 'Em Up - Single Version,0Z2J91b2iTGLVTZC4fKgxf
2466,Kanye West,2022-05-17 03:04,372113,Saint Pablo,1o0kWPueYo94LIjPYOE5Nf
2467,Kanye West,2022-05-17 03:09,257625,Wolves,432hUIl3ISDeytYW5XBQ5h
2468,Kanye West,2022-05-17 03:10,51083,Waves,3nAq2hCr1oWsIU54tS98pL
2469,Lil Uzi Vert,2022-05-17 03:12,130867,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO
2470,Majid Jordan,2022-05-17 05:13,1044,Stars Align (with Drake),2lBExcAjBgX7Jb480goU9B
2471,Drake,2022-05-17 05:13,141455,Knife Talk (with 21 Savage ft. Project Pat),2BcMwX1MPV6ZHP4tUT9uq6
2472,Drake,2022-05-17 05:13,882,TSU,4s7QLoImIwmPi9L6dq1nVW
2473,Drake,2022-05-17 05:14,0,Portland,2bjwRfXMk4uRgOD9IBYl9h
2474,Run–D.M.C.,2022-05-17 05:17,183760,It's Tricky,6jBCehpNMkwFVF3dz4nLIW
2475,Run–D.M.C.,2022-05-17 06:06,1973,It's Tricky,6jBCehpNMkwFVF3dz4nLIW
2476,The Notorious B.I.G.,2022-05-17 06:15,306224,Notorious Thugs - 2014 Remaster,19FsxX4RthRMZGfXkImdCb
2477,Childish Gambino,2022-05-17 06:15,2252,"III. Telegraph Ave. (""Oakland"" by Lloyd)",0VXfZi7XhfJnuBvF6XiypU
2478,Gunna,2022-05-17 06:17,88769,DOLLAZ ON MY HEAD (feat. Young Thug),3nS9a01VvXHQriLqJYwRqG
2479,Kid Francescoli,2022-05-17 07:02,390638,Moon (And It Went Like),24upABZ8A0sAepfu91sEYr
2480,French 79,2022-05-17 07:06,240000,Diamond Veins (feat. Sarah Rebecca) - Kid Francescoli Remix,4TVXQID05mAuTOiWdCPGXW
2481,SRTW,2022-05-17 07:10,194621,Whispering Still - Little Rose Remix,16uIrYlWdrynTh0UljRzW7
2482,Snakehips,2022-05-17 07:23,214693,Don't Leave,0Zx8khUcEfCFK2AEoIhC92
2483,Petit Biscuit,2022-05-17 07:27,240893,I Leave Again,4aNNFLoRfSOMHeYQXidsXL
2484,Big Wild,2022-05-17 07:30,176000,Pale Blue Dot,3XmNMIucTYuXOEpAjcaeVi
2485,NAV,2022-05-17 09:03,2043,Wanted You (feat. Lil Uzi Vert),1Faq8G2y56A8fRv7HsLq25
2486,Kygo,2022-05-17 09:03,132237,Higher Love,6oJ6le65B3SEqPwMRNXWjY
2487,Childish Gambino,2022-05-17 09:03,24520,Lights Turned On,48otelBlQznqDX6Uuio485
2488,Brent Faiyaz,2022-05-17 09:07,247079,Dead Man Walking,5VlTQnZO89Ioku8ssdbqJk
2489,Lil Baby,2022-05-17 09:11,209299,Voice of the Heroes,3E3pb3qH11iny6TFDJvsg5
2490,"Tyler, The Creator",2022-05-17 09:15,253386,She,0SA0mMXWh23raZ6xzOCU2V
2491,Kendrick Lamar,2022-05-17 09:26,310720,"Bitch, Don’t Kill My Vibe",4Pwjz3DfvfQWV0rO2V8jyh
2492,Brent Faiyaz,2022-05-17 09:30,236703,Fuck The World (Summer in London),2CzUlaKN1mvb0szagSR3ux
2493,Drake,2022-05-17 09:33,192931,Time Flies,5H4mXWKcicuLKDn4Jy0sK7
2494,Drake,2022-05-17 09:35,92886,Laugh Now Cry Later (feat. Lil Durk),2SAqBLGA283SUiwJ3xOUVI
2495,Petit Biscuit,2022-05-17 11:00,2182,Sunset Lover,0hNduWmlWmEmuwEFcYvRu1
2496,sinnr,2022-05-17 11:01,580,so much more,6Jq3HoQx6j0hWHJ52hoN5W
2497,Glass Animals,2022-05-17 11:01,90070,Heat Waves - Oliver Heldens Remix,6yvdWGtowJa7ffgc1UR5SF
2498,slone,2022-05-17 11:03,8484,Soft Breeze,7H1pvN8gmlVrj5CPe7qybw
2499,Peak Twilight,2022-05-17 11:03,119189,Dreamsailer,7D7YSmNhh8fk7FY2XplIeP
2500,Mike Birbiglia's Working It Out,2022-05-17 11:05,96316,"Malcolm Gladwell: 10,000 Hours of Jokes",5H9Rm4YeN5lkkTc15y7Weh
2501,Daily Dad Jokes,2022-05-17 11:07,102144,Elton John has bought his pet rabbit a treadmill. | + 12 more jokes | 17 May 2022,6XfxmT5QNCXvpZA6PKfWVL
2502,NAV,2022-05-17 11:11,228106,Held Me Down,0jiW3PNiHJxOhWh9oPBJ7m
2503,Future,2022-05-17 11:17,346906,Codeine Crazy,0joQFwiBKmi6X1Iq5R1ubH
2504,The Notorious B.I.G.,2022-05-17 11:23,366880,Notorious Thugs - 2014 Remaster,19FsxX4RthRMZGfXkImdCb
2505,A$AP Mob,2022-05-17 11:28,302004,Yamborghini High (feat. Juicy J),2rqUblDWJKlMVwh9uJc0Vv
2506,Kendrick Lamar,2022-05-17 11:32,232186,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s
2507,Sublime,2022-05-17 11:35,182746,Santeria,2hnMS47jN0etwvFPzYk11f
2508,Yo Gotti,2022-05-17 11:39,257266,Law (feat. E-40),7mhk9WyqZZzvTTCQKfh2iV
2509,Travis Scott,2022-05-17 11:43,218283,NO BYSTANDERS,6OaVWaGfhXn70ZJfdVcabn
2510,Migos,2022-05-17 11:48,304041,Slippery (feat. Gucci Mane),0TBgMKD86t1VP3IzhxCoUl
2511,Childish Gambino,2022-05-17 11:52,210673,"III. Telegraph Ave. (""Oakland"" by Lloyd)",0VXfZi7XhfJnuBvF6XiypU
2512,Lil Baby,2022-05-17 11:55,187464,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),6PoKfDY78ih5OveWirggRX
2513,A$AP Rocky,2022-05-17 12:00,289586,Long Live A$AP,60Mq4EumvcSXznNugo9Op3
2514,Black Pumas,2022-05-17 12:04,246586,Colors,6d4FWjx72iuRWzn1HwywLK
2515,Glass Animals,2022-05-17 12:08,238805,Heat Waves,3USxtqRwSYz57Ewm6wWRMp
2516,Gunna,2022-05-17 12:11,197760,DOLLAZ ON MY HEAD (feat. Young Thug),3nS9a01VvXHQriLqJYwRqG
2517,Lil Uzi Vert,2022-05-17 12:14,198944,Money Longer,0B8QzDH7YWih85V5SEMnyJ
2518,Travis Scott,2022-05-17 12:17,150043,YOSEMITE,7lAK3oHbfEnvUQWosrMMpR
2519,A$AP Ferg,2022-05-17 12:21,275866,Shabba (feat. A$AP Rocky),7eaKWfov7b2Qa2n6HTesL3
2520,Kendrick Lamar,2022-05-17 12:28,386906,Money Trees,2HbKqm4o0w5wEeEFXm2sD4
2521,Childish Gambino,2022-05-17 12:33,317293,Les,0mCVNGC4Vvb6gDDQrDpaRh
2522,NAV,2022-05-17 12:37,215066,Call Me,1xpXnpIpuvzpx9jz15baJF
2523,Jhené Aiko,2022-05-17 12:41,276960,Sativa,2pg2TiYo9Rb8KeB5JjP7jS
2524,Kodak Black,2022-05-17 12:45,202332,Halloween,5KYy4AxlClkQPWaF1Iat3g
2525,JACKBOYS,2022-05-17 12:47,157712,OUT WEST (feat. Young Thug),6gi6y1xwmVszDWkUqab1qw
2526,A$AP Rocky,2022-05-17 12:53,315773,"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",3oHkMCVJyOcjg5FhfLc2Rq
2527,Kanye West,2022-05-17 12:58,301586,Wolves,432hUIl3ISDeytYW5XBQ5h
2528,Childish Gambino,2022-05-17 13:02,233405,Lights Turned On,48otelBlQznqDX6Uuio485
2529,A$AP Rocky,2022-05-17 13:05,212640,Wild for the Night (feat. Skrillex & Birdy Nam Nam),2rzBvHM9h36Tpdj7Jdajka
2530,Travis Scott,2022-05-17 13:08,175720,HIGHEST IN THE ROOM,3eekarcy7kvN4yt5ZFzltW
2531,Gunna,2022-05-17 13:11,193986,alotta cake,19QKaApDINxlRSKX3w1xSB
2532,NAV,2022-05-17 13:15,228080,Wanted You (feat. Lil Uzi Vert),1Faq8G2y56A8fRv7HsLq25
2533,JACKBOYS,2022-05-17 13:18,181144,GATTI,40mjsnRjCpycdUw3xhS20g
2534,A$AP Rocky,2022-05-17 13:21,158205,Sundress,2aPTvyE09vUCRwVvj0I8WK
2535,Mac Miller,2022-05-17 13:29,480186,Cinderella (feat. Ty Dolla $ign),2lpygKqzPFtItQ4ss3cgfb
2536,Childish Gambino,2022-05-17 13:34,326933,Redbone,0wXuerDYiBnERgIpbb3JBR
2537,Future,2022-05-17 13:39,265213,Thought It Was a Drought,5ihDGnhQgMA0F0tk9fNLlA
2538,Kendrick Lamar,2022-05-17 13:43,239026,Die Hard,2g6tReTlM2Akp41g0HaeXN
2539,The Strumbellas,2022-05-17 13:46,203653,Spirits,7GJ572zvnU94VZVrj5XRtb
2540,Viniq,2022-05-17 13:51,269035,Pretty Face,0SS8cxt048udmO99CHHdRp
2541,A$AP Rocky,2022-05-17 13:54,227426,Canal St. (feat. Bones),0rBMP6VVGRgwnzZCLpijyl
2542,Travis Scott,2022-05-17 13:58,209115,COFFEE BEAN,6vnfObZ4Ys70SBAtti1xZ9
2543,Black Eyed Peas,2022-05-17 14:03,284373,Meet Me Halfway,6wOYnPq1hPihRepcDClPUw
2544,Metro Boomin,2022-05-17 14:06,203266,Space Cadet (feat. Gunna),1fewSx2d5KIZ04wsooEBOz
2545,NAV,2022-05-17 14:09,188117,Codeine (feat. Gunna),6NzuJWrNriXAbSmscAuSIq
2546,J. Cole,2022-05-17 14:14,264746,Deja Vu,6I6NX6tjGsxFAsIfGzY9lJ
2547,Nas,2022-05-17 14:17,190261,Wave Gods,14246VCxRDGZHqlMlqWSz4
2548,A$AP Rocky,2022-05-17 14:21,238306,L$D,4S7YHmlWwfwArgd8LfSPud
2549,NAV,2022-05-17 14:24,195053,Champion (feat. Travis Scott),6nO3tr47nr2P7f3hXb8JIo
2550,Travis Scott,2022-05-17 14:27,190557,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN
2551,A$AP Rocky,2022-05-17 14:30,158133,Wassup,1bjTEsJdDdbuA5JsdRRxhP
2552,Childish Gambino,2022-05-17 14:38,462253,That Power,2HI4QQQDjKde4ua1lbkFcN
2553,Subtronics,2022-05-17 14:42,236800,Scream Saver,3svdq1Crgj8IMezbI1K6cO
2554,Kanye West,2022-05-17 14:44,135920,Father Stretch My Hands Pt. 1,4KW1lqgSr8TKrvBII0Brf8
2555,Mura Masa,2022-05-17 14:47,192160,Love$ick (feat. A$AP Rocky),3sTN90bIP2cJ1783ctHykO
2556,Kid Cudi,2022-05-17 14:52,285520,Baptized In Fire,6WSBZroxQaO3FYEpT2ACFH
2557,Bas,2022-05-17 14:56,238053,Tribe (with J. Cole),0YAQnYt2oB8OdoaeqnHyTI
2558,Jay Critch,2022-05-17 14:59,208597,Fashion (feat. Rich The Kid),4EDmwV0cTLJ31s9sLQ1x2p
2559,MadeinTYO,2022-05-17 15:03,242306,Skateboard P (feat. Big Sean),72UCHNyJcymw81x0AKevho
2560,JACKBOYS,2022-05-17 15:06,181144,GATTI,40mjsnRjCpycdUw3xhS20g
2561,A$AP Rocky,2022-05-17 15:11,289586,Long Live A$AP,60Mq4EumvcSXznNugo9Op3
2562,Kid Cudi,2022-05-17 15:15,235626,Soundtrack 2 My Life,0rFpcfF0YfvFUYsl99Bw9d
2563,ScHoolboy Q,2022-05-17 15:20,299960,Collard Greens,0zO8ctW0UiuOefR87OeJOZ
2564,Kanye West,2022-05-17 15:22,104591,Follow God,2QpGZOhTCHHiKmpSO9FW4h
2565,Bobby Shmurda,2022-05-17 15:24,160383,Bobby Bitch,6j8lAie0mdUNreql5d5Ejz
2566,J. Cole,2022-05-17 15:29,241160,Power Trip (feat. Miguel),2uwnP6tZVVmTovzX5ELooy
2567,21 Savage,2022-05-17 15:32,235040,No Heart,4gmmRb6bZJffOOiww1JGTO
2568,Lil Uzi Vert,2022-05-17 15:36,220586,20 Min,0uxSUdBrJy9Un0EYoBowng
2569,Gunna,2022-05-17 15:39,185213,mop (feat. Young Thug),49BbpJuVsX2wUl0Qo9aVvC
2570,KIDS SEE GHOSTS,2022-05-17 15:42,153351,4th Dimension,6JyEh4kl9DLwmSAoNDRn5b
2571,Travis Scott,2022-05-17 15:45,202794,FRANCHISE (feat. Young Thug & M.I.A.),4jVBIpuOiMj1crqd8LoCrJ
2572,Don Toliver,2022-05-17 15:48,183513,Flocky Flocky (feat. Travis Scott),25r6MZ4Gtd76l43qnZI1DG
2573,Big Sean,2022-05-17 15:52,213693,Jump Out The Window,1jQsKN68yE94tMYml0wHMd
2574,Drake,2022-05-17 15:56,257604,Way 2 Sexy (with Future & Young Thug),0k1WUmIRnG3xU6fvvDVfRG
2575,Kanye West,2022-05-17 16:01,271386,Ghost Town,7vgTNTaEz3CsBZ1N4YQalM
2576,NAV,2022-05-17 16:04,179773,Some Way,7zxRMhXxJMQCeDDg0rKAVo
2577,Travis Scott,2022-05-17 16:07,196138,5% TINT,11kDth1aKUEUMq9r1pqyds
2578,Childish Gambino,2022-05-17 16:12,326933,Redbone,0wXuerDYiBnERgIpbb3JBR
2579,A$AP ANT,2022-05-17 16:15,135604,Mario Cart,609mekAwxC90JkQ4BDo9IK
2580,Kodak Black,2022-05-17 16:18,202332,Halloween,5KYy4AxlClkQPWaF1Iat3g
2581,Lil Baby,2022-05-17 16:21,187464,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),6PoKfDY78ih5OveWirggRX
2582,2 Chainz,2022-05-17 16:25,156173,It's A Vibe,6H0AwSQ20mo62jGlPGB8S6
2583,Travis Scott,2022-05-17 16:25,20108,ESCAPE PLAN,4R67rQNSbbsR4TdUVOIdez
2584,NAV,2022-05-17 21:29,1648,Held Me Down,0jiW3PNiHJxOhWh9oPBJ7m
2585,Childish Gambino,2022-05-17 21:34,317293,Les,0mCVNGC4Vvb6gDDQrDpaRh
2586,Travis Scott,2022-05-17 21:38,209115,COFFEE BEAN,6vnfObZ4Ys70SBAtti1xZ9
2587,A$AP Mob,2022-05-17 21:42,233717,Yamborghini High (feat. Juicy J),2rqUblDWJKlMVwh9uJc0Vv
2588,JACKBOYS,2022-05-17 21:45,157712,OUT WEST (feat. Young Thug),6gi6y1xwmVszDWkUqab1qw
2589,J. Cole,2022-05-17 21:49,264746,Deja Vu,6I6NX6tjGsxFAsIfGzY9lJ
2590,Childish Gambino,2022-05-17 21:55,326933,Redbone,0wXuerDYiBnERgIpbb3JBR
2591,NAV,2022-05-17 21:58,195053,Champion (feat. Travis Scott),6nO3tr47nr2P7f3hXb8JIo
2592,NAV,2022-05-17 22:11,940,Wanted You (feat. Lil Uzi Vert),1Faq8G2y56A8fRv7HsLq25
2593,NAV,2022-05-17 22:11,67662,Wanted You (feat. Lil Uzi Vert),1Faq8G2y56A8fRv7HsLq25
2594,JACKBOYS,2022-05-17 22:12,5584,GATTI,40mjsnRjCpycdUw3xhS20g
2595,JACKBOYS,2022-05-17 22:14,176153,GATTI,40mjsnRjCpycdUw3xhS20g
2596,Nas,2022-05-17 22:18,190261,Wave Gods,14246VCxRDGZHqlMlqWSz4
2597,Black Eyed Peas,2022-05-17 22:22,284373,Meet Me Halfway,6wOYnPq1hPihRepcDClPUw
2598,Sublime,2022-05-17 22:25,182746,Santeria,2hnMS47jN0etwvFPzYk11f
2599,Black Pumas,2022-05-17 22:30,246586,Colors,6d4FWjx72iuRWzn1HwywLK
2600,Gunna,2022-05-17 22:33,193986,alotta cake,19QKaApDINxlRSKX3w1xSB
2601,A$AP Rocky,2022-05-17 22:35,158133,Wassup,1bjTEsJdDdbuA5JsdRRxhP
2602,JACKBOYS,2022-05-17 22:38,157712,OUT WEST (feat. Young Thug),6gi6y1xwmVszDWkUqab1qw
2603,Travis Scott,2022-05-17 22:41,150043,YOSEMITE,7lAK3oHbfEnvUQWosrMMpR
2604,Gunna,2022-05-17 22:44,197760,DOLLAZ ON MY HEAD (feat. Young Thug),3nS9a01VvXHQriLqJYwRqG
2605,Subtronics,2022-05-17 22:48,236800,Scream Saver,3svdq1Crgj8IMezbI1K6cO
2606,A$AP Rocky,2022-05-17 22:52,238306,L$D,4S7YHmlWwfwArgd8LfSPud
2607,The Strumbellas,2022-05-17 22:55,203653,Spirits,7GJ572zvnU94VZVrj5XRtb
2608,Childish Gambino,2022-05-17 23:01,326933,Redbone,0wXuerDYiBnERgIpbb3JBR
2609,Childish Gambino,2022-05-17 23:06,317293,Les,0mCVNGC4Vvb6gDDQrDpaRh
2610,The Notorious B.I.G.,2022-05-17 23:12,366880,Notorious Thugs - 2014 Remaster,19FsxX4RthRMZGfXkImdCb
2611,A$AP Rocky,2022-05-17 23:15,158205,Sundress,2aPTvyE09vUCRwVvj0I8WK
2612,J. Cole,2022-05-17 23:16,58928,Deja Vu,6I6NX6tjGsxFAsIfGzY9lJ
2613,Kanye West,2022-05-17 23:21,301586,Wolves,432hUIl3ISDeytYW5XBQ5h
2614,Metro Boomin,2022-05-17 23:24,203266,Space Cadet (feat. Gunna),1fewSx2d5KIZ04wsooEBOz
2615,Childish Gambino,2022-05-17 23:32,462253,That Power,2HI4QQQDjKde4ua1lbkFcN
2616,Travis Scott,2022-05-17 23:36,218283,NO BYSTANDERS,6OaVWaGfhXn70ZJfdVcabn
2617,Viniq,2022-05-17 23:40,269035,Pretty Face,0SS8cxt048udmO99CHHdRp
2618,Glass Animals,2022-05-17 23:44,238805,Heat Waves,3USxtqRwSYz57Ewm6wWRMp
2619,Kendrick Lamar,2022-05-17 23:50,386906,Money Trees,2HbKqm4o0w5wEeEFXm2sD4
2620,Lil Uzi Vert,2022-05-17 23:54,198944,Money Longer,0B8QzDH7YWih85V5SEMnyJ
2621,Jhené Aiko,2022-05-18 00:15,276960,Sativa,2pg2TiYo9Rb8KeB5JjP7jS
2622,Kendrick Lamar,2022-05-18 00:19,232186,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s
2623,A$AP Mob,2022-05-18 00:24,302004,Yamborghini High (feat. Juicy J),2rqUblDWJKlMVwh9uJc0Vv
2624,Mac Miller,2022-05-18 00:32,480186,Cinderella (feat. Ty Dolla $ign),2lpygKqzPFtItQ4ss3cgfb
2625,Childish Gambino,2022-05-18 00:35,210673,"III. Telegraph Ave. (""Oakland"" by Lloyd)",0VXfZi7XhfJnuBvF6XiypU
2626,A$AP Rocky,2022-05-18 00:39,219920,Canal St. (feat. Bones),0rBMP6VVGRgwnzZCLpijyl
2627,A$AP Ferg,2022-05-18 00:43,275866,Shabba (feat. A$AP Rocky),7eaKWfov7b2Qa2n6HTesL3
2628,Migos,2022-05-18 00:49,304041,Slippery (feat. Gucci Mane),0TBgMKD86t1VP3IzhxCoUl
2629,Future,2022-05-18 00:54,346906,Codeine Crazy,0joQFwiBKmi6X1Iq5R1ubH
2630,Travis Scott,2022-05-18 00:57,190557,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN
2631,NAV,2022-05-18 01:01,228080,Wanted You (feat. Lil Uzi Vert),1Faq8G2y56A8fRv7HsLq25
2632,Travis Scott,2022-05-18 01:05,209115,COFFEE BEAN,6vnfObZ4Ys70SBAtti1xZ9
2633,NAV,2022-05-18 01:10,228106,Held Me Down,0jiW3PNiHJxOhWh9oPBJ7m
2634,Kendrick Lamar,2022-05-18 01:14,239026,Die Hard,2g6tReTlM2Akp41g0HaeXN
2635,NAV,2022-05-18 01:17,215066,Call Me,1xpXnpIpuvzpx9jz15baJF
2636,NAV,2022-05-18 01:22,188117,Codeine (feat. Gunna),6NzuJWrNriXAbSmscAuSIq
2637,Kodak Black,2022-05-18 01:25,186292,Halloween,5KYy4AxlClkQPWaF1Iat3g
2638,KIDS SEE GHOSTS,2022-05-18 01:29,40322,Cudi Montage,4kUZvXB3LC3an3HX6h0s17
2639,Childish Gambino,2022-05-18 01:29,233405,Lights Turned On,48otelBlQznqDX6Uuio485
2640,A$AP Rocky,2022-05-18 01:32,183120,Kids Turned Out Fine,0qp8MuZNKelOGTK2HPlXBA
2641,A$AP Rocky,2022-05-18 01:36,233880,Phoenix,77v9kYcrCZV615E0P9WMrD
2642,Kid Cudi,2022-05-18 01:40,216413,Make Her Say,7dZAPeA3Of5j5Vaef0DQ6M
2643,Lil Uzi Vert,2022-05-18 01:44,220586,20 Min,0uxSUdBrJy9Un0EYoBowng
2644,Kendrick Lamar,2022-05-18 01:50,386906,Money Trees,2HbKqm4o0w5wEeEFXm2sD4
2645,NAV,2022-05-18 01:54,1555,Champion (feat. Travis Scott),6nO3tr47nr2P7f3hXb8JIo
2646,A$AP Rocky,2022-05-18 01:54,212640,Wild for the Night (feat. Skrillex & Birdy Nam Nam),2rzBvHM9h36Tpdj7Jdajka
2647,A$AP Rocky,2022-05-18 01:54,8725,Wild for the Night (feat. Skrillex & Birdy Nam Nam),2rzBvHM9h36Tpdj7Jdajka
2648,Lil Baby,2022-05-18 01:57,187464,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),6PoKfDY78ih5OveWirggRX
2649,A$AP Rocky,2022-05-18 01:58,91510,Long Live A$AP,60Mq4EumvcSXznNugo9Op3
2650,Guns N' Roses,2022-05-18 01:59,4017,Sweet Child O' Mine,7snQQk1zcKl8gZ92AnueZW
2651,Level 42,2022-05-18 01:59,11354,"Something About You - 7"" Version",2uXewDKMktNkkMfotqSxN6
2652,Michael Sembello,2022-05-18 01:59,441,"Maniac - From ""Flashdance""",58iuaoxzWHxQNqvD5mxCzd
2653,Billy Idol,2022-05-18 01:59,743,Rebel Yell,4TIJ7zSBNejpoIPaWpWRKc
2654,Rick Astley,2022-05-18 01:59,1184,Never Gonna Give You Up,4cOdK2wGLETKBW3PvgPWqT
2655,Depeche Mode,2022-05-18 01:59,32322,Just Can't Get Enough - 2006 Remaster,0xuXRQJfxmdP6gvfDe2Z4L
2656,Dead Or Alive,2022-05-18 02:00,15232,You Spin Me Round (Like a Record),1ChulFMnwxoD74Me8eX2TU
2657,Oasis,2022-05-18 02:04,258906,Wonderwall,7ygpwy2qP3NbrxVkHvUhXY
2658,Sublime,2022-05-18 02:07,182746,Santeria,2hnMS47jN0etwvFPzYk11f
2659,Guns N' Roses,2022-05-18 02:10,178805,November Rain,3YRCqOhFifThpSRFJ1VWFM
2660,Red Hot Chili Peppers,2022-05-18 02:11,38359,Under the Bridge,3d9DChrdc6BOeFsbrZ3Is0
2661,Migos,2022-05-18 02:17,304041,Slippery (feat. Gucci Mane),0TBgMKD86t1VP3IzhxCoUl
2662,The Strumbellas,2022-05-18 02:20,203653,Spirits,7GJ572zvnU94VZVrj5XRtb
2663,Childish Gambino,2022-05-18 02:24,210673,"III. Telegraph Ave. (""Oakland"" by Lloyd)",0VXfZi7XhfJnuBvF6XiypU
2664,Nas,2022-05-18 02:27,190261,Wave Gods,14246VCxRDGZHqlMlqWSz4
2665,Sublime,2022-05-18 02:30,3629,Santeria,2hnMS47jN0etwvFPzYk11f
2666,Childish Gambino,2022-05-18 02:30,2902,That Power,2HI4QQQDjKde4ua1lbkFcN
2667,Travis Scott,2022-05-18 02:30,190557,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN
2668,A$AP Rocky,2022-05-18 02:31,5921,Sundress,2aPTvyE09vUCRwVvj0I8WK
2669,Black Eyed Peas,2022-05-18 02:35,284373,Meet Me Halfway,6wOYnPq1hPihRepcDClPUw
2670,Travis Scott,2022-05-18 02:39,218283,NO BYSTANDERS,6OaVWaGfhXn70ZJfdVcabn
2671,Kendrick Lamar,2022-05-18 02:43,232186,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s
2672,NAV,2022-05-18 02:47,7012,Call Me,1xpXnpIpuvzpx9jz15baJF
2673,Guns N' Roses,2022-05-18 02:47,1741,Sweet Child O' Mine,7snQQk1zcKl8gZ92AnueZW
2674,Lil Baby,2022-05-18 02:47,8893,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),6PoKfDY78ih5OveWirggRX
2675,Jhené Aiko,2022-05-18 02:47,8870,Sativa,2pg2TiYo9Rb8KeB5JjP7jS
2676,Logic,2022-05-18 02:47,557,Soul Food,3lWCa9e0KhDghboM5L9C6d
2677,Kendrick Lamar,2022-05-18 02:47,949,Money Trees,2HbKqm4o0w5wEeEFXm2sD4
2678,Gunna,2022-05-18 02:47,1346,too easy (Remix) [feat. Future & Roddy Ricch],3A3S5pdCJdePtJ0oKeCrCP
2679,Childish Gambino,2022-05-18 02:47,233405,Lights Turned On,48otelBlQznqDX6Uuio485
2680,Eminem,2022-05-18 02:47,1300,Detroit Vs. Everybody,5vZCCUeBhHO4GHHu6zlrzf
2681,Lil Uzi Vert,2022-05-18 02:51,195058,Celebration Station,25B5fGr9K0VdZJiRFsnMO4
2682,Lil Uzi Vert,2022-05-18 02:54,216293,Ronda (Winners),2Wc5No77rhsfW2mB9LzXB3
2683,Playboi Carti,2022-05-18 02:56,112325,Lookin,1UAmQe8EwpxQ80OfYVD13z
2684,Future,2022-05-18 03:01,257532,Thought It Was a Drought,5ihDGnhQgMA0F0tk9fNLlA
2685,Baby Keem,2022-05-18 03:04,213473,APOLOGIZE,4MQIDIQjNWkUvpXe5Je7TO
2686,Pusha T,2022-05-18 03:07,179533,Diet Coke,2qDTVDLjK4PctCvC8Mg19x
2687,Kodak Black,2022-05-18 03:11,200097,Like Dat,788NX6uCNEVuZW8x5BkQqM
2688,Drake,2022-05-18 03:13,152195,Landed,3KixNgUEaDtrKJVzdqjU5q
2689,Migos,2022-05-18 03:17,214586,Danger (with Migos & Marshmello),0nhVrTiCGiGRCoZOJiWzm1
2690,Lil Uzi Vert,2022-05-18 03:22,221538,Ps & Qs,1gGsNNUfvVMOv4llVMg8Vg
2691,Drake,2022-05-18 03:25,96364,Wants and Needs (feat. Lil Baby),65OVbaJR5O1RmwOQx0875b
2692,Unknown Artist,2022-05-18 03:31,350407,Unknown Track,7eJja8Vmb4TAj46iq283dV
2693,Unknown Artist,2022-05-18 03:37,360594,Unknown Track,7eJja8Vmb4TAj46iq283dV
2694,Unknown Artist,2022-05-18 03:41,278784,Unknown Track,7eJja8Vmb4TAj46iq283dV
2695,Lil Skies,2022-05-18 03:42,1068,Red Roses (feat. Landon Cube),3ZhTT6yjZwpPph5MIJ53XY
2696,Lil Tjay,2022-05-18 03:42,5874,Calling My Phone,3J8EOeKLTLXORtWPpOU5bE
2697,Tee Grizzley,2022-05-18 03:42,3599,Late Night Calls,7gVseEuINTNzR31IiG1aUe
2698,Khalil?,2022-05-18 03:42,19551,Zodiac Killer,2BMffjr4KyshdbZz7UAC6w
2699,Juice WRLD,2022-05-18 03:42,3134,Blood On My Jeans,0fCwrjKfWxF3xQhZrYUw4T
