,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,song_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mode,key
481,481,481,481,1D4XFKolp63mNqqMXJJL1V,0.707,0.162,83.235,0.0253,0.0831,0.0,0.474,252107,-4.534,0.224,1,7
482,482,482,482,0pdKRp2sUthTPe7RLWpPqQ,0.452,0.105,102.963,0.0295,0.841,0.0038,0.713,218883,-9.638,0.235,1,1
483,483,483,483,4mmkhcEm1Ljy1U9nwtsxUo,0.739,0.158,83.089,0.247,0.00865,5.21e-06,0.571,221227,-6.11,0.66,1,7
484,484,484,484,5Yfy4sbXzwFRe4gxrV2TAS,0.388,0.0841,146.032,0.0459,0.7,0.0,0.735,153727,-10.253,0.856,0,1
485,485,485,485,4kjoDwHp9VfHWcEaK6pJ5Z,0.434,0.111,159.975,0.392,0.0239,1.24e-05,0.875,213000,-7.732,0.378,1,11
486,486,486,486,6Ng999MKVY9ikd8FtGaNnz,0.603,0.238,155.319,0.0495,0.514,1.84e-06,0.424,230013,-6.832,0.258,1,1
487,487,487,487,1yYHtgkzvf4haahFuNWbA4,0.939,0.172,147.929,0.0379,0.00646,1.3e-05,0.467,196413,-2.416,0.767,1,2
488,488,488,488,3MWlVSkoLS1e66nlZ2tuWJ,0.416,0.293,74.556,0.0366,0.536,0.0,0.595,127880,-10.957,0.185,0,10
489,489,489,489,1iLwMxZsicRFj3Ku2ZKXNd,0.832,0.1,85.617,0.35,0.302,0.0,0.879,210773,-6.314,0.848,1,6
490,490,490,490,78T9DulqSBWqkaxczcGBfk,0.659,0.359,90.991,0.066,0.638,2.71e-05,0.649,210893,-8.924,0.497,1,0
491,491,491,491,1RUTIdTnFs8lHSc0Zr4UJB,0.881,0.362,120.017,0.0849,0.0722,3.4e-05,0.66,227347,-6.119,0.586,0,10
492,492,492,492,7dZAPeA3Of5j5Vaef0DQ6M,0.712,0.116,99.054,0.0666,0.245,1.48e-05,0.93,216413,-5.156,0.456,0,10
493,493,493,493,3HG3QFERdP3Q1b6VGahwWs,0.808,0.208,101.784,0.0418,0.27,0.0,0.71,246760,-4.877,0.698,0,6
494,494,494,494,0RXspLL7GwiGm9KIDdT0ma,0.742,0.63,95.0,0.111,0.265,0.000287,0.802,151333,-4.607,0.512,1,1
495,495,495,495,0rFpcfF0YfvFUYsl99Bw9d,0.754,0.37,86.501,0.128,0.465,1.57e-05,0.464,235627,-6.653,0.444,0,9
496,496,496,496,5E30LdtzQTGqRvNd7l6kG5,0.521,0.123,85.012,0.0329,0.0678,0.149,0.588,260173,-9.461,0.337,1,10
497,497,497,497,7GJ572zvnU94VZVrj5XRtb,0.658,0.113,80.529,0.0265,0.164,0.0,0.556,203653,-6.075,0.787,1,0
498,498,498,498,471RMuDrTQqwjdaZ3zLp9L,0.711,0.128,124.015,0.0319,0.217,0.000116,0.644,222600,-5.666,0.204,1,0
499,499,499,499,7brQHA2CgQpcMBiOlfiXYb,0.701,0.335,83.996,0.0411,0.00892,0.309,0.464,251187,-5.693,0.356,0,6
500,500,500,500,5oeKoJMi9g6GXEbtz1ta0f,0.747,0.311,129.972,0.0483,0.000361,0.0,0.705,234773,-4.542,0.29,1,1
501,501,501,501,5Uc07fEUpjjFcLEIleEHkJ,0.489,0.184,142.226,0.137,0.115,0.0,0.668,231787,-9.13,0.258,1,7
502,502,502,502,6CZpEC9kyyCJWWZKPnviXY,0.835,0.306,135.041,0.292,0.174,0.0,0.653,233267,-5.769,0.515,1,7
503,503,503,503,4X5f3vT8MRuXF68pfjNte5,0.693,0.11,95.967,0.275,0.0239,0.0,0.853,233787,-6.87,0.662,1,1
504,504,504,504,2rzBvHM9h36Tpdj7Jdajka,0.848,0.121,139.995,0.335,0.0481,0.0,0.757,212640,-4.234,0.686,1,2
505,505,505,505,0O3TAouZE4vL9dM5SyxgvH,0.819,0.515,139.969,0.158,0.292,0.0,0.801,236280,-5.189,0.811,1,11
506,506,506,506,77v9kYcrCZV615E0P9WMrD,0.515,0.0847,144.072,0.143,0.589,0.00522,0.644,233880,-11.274,0.519,0,9
507,507,507,507,5YwewdqOOG0OPhALYN1gSZ,0.514,0.671,129.522,0.345,0.294,0.0,0.577,270707,-8.787,0.419,1,2
508,508,508,508,375YEKrb4JSu03HPzwOFfJ,0.525,0.112,140.142,0.204,0.0192,9.78e-05,0.706,260760,-7.472,0.0773,1,3
509,509,509,509,57pOLYHz6mt5aMkOXa2Gis,0.921,0.482,150.514,0.437,0.288,0.0,0.49,237733,-3.373,0.497,1,6
510,510,510,510,6PnmrzPJXoDBj5NKUCnC8e,0.616,0.123,83.938,0.0986,0.517,9.33e-06,0.589,217920,-3.401,0.305,0,1
511,511,511,511,5whbaLJtfCN3YNe9Rp5qj2,0.858,0.383,115.021,0.369,0.288,0.0,0.665,252373,-4.591,0.453,1,2
512,512,512,512,3Eq7yD58dIXqOgw1j7NFhY,0.593,0.484,130.583,0.458,0.0395,0.0,0.612,223173,-6.294,0.883,1,1
513,513,513,513,6MF4tRr5lU8qok8IKaFOBE,0.64,0.409,138.672,0.369,0.511,0.0,0.691,202040,-6.441,0.163,1,0
514,514,514,514,2Fw5S2gaOSZzdN5dFoC2dj,0.799,0.108,157.74,0.24,0.33,0.0,0.609,215509,-6.883,0.582,1,9
515,515,515,515,5TX0mfUkpGlU6j2xa00ERx,0.477,0.305,145.994,0.418,0.121,0.0,0.91,155893,-5.259,0.313,1,2
516,516,516,516,3sNVsP50132BTNlImLx70i,0.665,0.113,148.913,0.0465,0.145,0.0,0.367,229147,-2.821,0.31,1,1
517,517,517,517,5gdy0ytFSBQykiYc5NmhJL,0.661,0.134,130.228,0.0808,0.191,0.0,0.637,195920,-5.23,0.393,1,7
518,518,518,518,2kwxN1whHc0YR0cBHR5iOi,0.547,0.107,111.962,0.0787,0.113,0.000249,0.752,201080,-8.555,0.161,1,1
519,519,519,519,6U1ueRYXTjFHuJ9Ld2LBIW,0.743,0.257,100.004,0.228,0.0596,0.0,0.832,170707,-6.706,0.522,1,1
520,520,520,520,7EiZI6JVHllARrX9PUvAdX,0.331,0.146,143.961,0.0726,0.337,0.282,0.722,313547,-7.789,0.102,1,8
521,521,521,521,5YbrqNUUleF39Ai3b3ruQy,0.433,0.0545,78.479,0.235,0.0534,0.0,0.497,258120,-7.126,0.447,0,6
522,522,522,522,09avKKLKXaJcbeaGTmLCOs,0.447,0.249,131.99,0.166,0.216,0.00107,0.715,356832,-10.523,0.417,0,10
523,523,523,523,5FEXPoPnzueFJQCPRIrC3c,0.44,0.114,137.996,0.0761,0.499,4.15e-06,0.871,221267,-6.25,0.799,0,11
524,524,524,524,29GefKRTSVW3ag4Xegm8jP,0.569,0.111,92.063,0.265,0.563,0.0,0.8,164632,-5.104,0.589,0,9
525,525,525,525,5tErNrwK58SgLMjZXJ5fdY,0.737,0.173,130.022,0.361,0.299,0.0,0.547,121870,-6.397,0.323,1,7
526,526,526,526,4wmZtoif8SGm7PDqgKrEXr,0.557,0.128,83.012,0.133,0.0547,0.0,0.813,104912,-6.655,0.764,0,10
527,527,527,527,27a1mYSG5tYg7dmEjWBcmL,0.708,0.118,147.98,0.0547,0.201,0.0,0.702,198408,-5.366,0.713,0,10
528,528,528,528,4gX5wWBuArhoyV17bVPeBb,0.912,0.317,180.282,0.457,0.00224,0.0,0.426,237365,-3.183,0.61,0,1
529,529,529,529,0OguxdspxLLTf97lkA0Hpr,0.596,0.16,139.778,0.111,0.0698,1.48e-06,0.441,180480,-7.012,0.138,1,7
530,530,530,530,5q5MyfXey3ms6IyT6TYf5L,0.623,0.111,119.883,0.343,0.0611,0.0,0.812,194227,-7.002,0.199,1,7
531,531,531,531,0fyrmErKYi8v6C1bQmzIM6,0.0931,0.0896,69.998,0.0546,0.907,0.941,0.667,168429,-18.272,0.164,1,3
532,532,532,532,1bDSrlY2u4bGr8awouwhB9,0.0734,0.0821,112.093,0.0311,0.81,0.896,0.628,120000,-16.598,0.0757,1,11
533,533,533,533,2aC47BBHPKpznFuipGTvkq,0.172,0.11,109.996,0.0367,0.94,0.936,0.659,159000,-15.29,0.162,1,11
534,534,534,534,43eyBUg4SynpNIgh8mXdIS,0.0858,0.119,63.973,0.0293,0.935,0.943,0.53,150066,-22.967,0.0386,1,10
535,535,535,535,4VJmkZk1yttstcbI2D04Qr,0.0937,0.105,132.045,0.0313,0.87,0.913,0.611,169091,-17.839,0.135,0,7
536,536,536,536,1gkY4a8z7rQQVvmOrmYO9p,0.13,0.0895,130.032,0.0298,0.968,0.891,0.534,105231,-16.598,0.0642,0,5
537,537,537,537,1tOchKLBkezhoiakGTtwww,0.119,0.104,159.903,0.0395,0.921,0.892,0.45,168000,-21.693,0.124,1,6
538,538,538,538,3okondm5RKZ4lgRBC0X0to,0.204,0.11,140.189,0.031,0.95,0.941,0.619,140993,-16.069,0.109,1,2
539,539,539,539,7nZM38nm9SmkTXhmch8Emu,0.13,0.159,120.011,0.0341,0.975,0.893,0.637,143021,-16.433,0.147,1,2
540,540,540,540,6O6svFx5sVAY7xXaiRWyyZ,0.0741,0.0846,90.073,0.0266,0.923,0.9,0.579,122667,-21.105,0.196,1,5
541,541,541,541,1DYYXIWxOVL8aV7LFL4E1s,0.212,0.155,130.02,0.0505,0.947,0.918,0.566,181000,-19.451,0.188,1,6
542,542,542,542,71jrtMDMgyNM3Sr6A0P9HC,0.111,0.196,97.071,0.0351,0.858,0.774,0.313,118859,-21.2,0.114,1,0
543,543,543,543,28iDHy8Ia2wkfBmJetOiu4,0.118,0.632,159.968,0.0435,0.976,0.946,0.476,152344,-24.286,0.0593,0,10
544,544,544,544,5H4k4Wx5UCR0S2T1OCNcRe,0.215,0.109,130.021,0.0338,0.779,0.933,0.607,151385,-15.81,0.0735,0,7
545,545,545,545,19ZdAuMm3SizT8Dj9SRxyM,0.113,0.123,143.731,0.0385,0.901,0.935,0.385,120345,-22.674,0.0809,1,2
546,546,546,546,2lwoRb3wfmIjXam0Fgqx06,0.133,0.0884,108.022,0.0282,0.95,0.925,0.536,222778,-17.23,0.102,1,9
547,547,547,547,4N7PKMmzqliY2ihoX5bQCc,0.0757,0.0953,140.207,0.0314,0.974,0.943,0.3,128143,-24.111,0.103,0,10
548,548,548,548,467t3218y3yihFcyDGWjr0,0.616,0.331,94.934,0.0272,0.512,2.1e-06,0.674,230625,-3.471,0.551,1,7
549,549,549,549,5bM7ULA8odfn9h1XjYlie1,0.531,0.112,83.939,0.0374,0.171,0.007,0.586,210357,-8.969,0.442,1,1
550,550,550,550,6o3wz9TWDe6dXCGyoKL7W2,0.667,0.169,103.056,0.0448,0.32,0.044,0.639,172800,-10.556,0.382,0,5
551,551,551,551,5PkZ0mhNgfuz7SqiuruKlh,0.62,0.122,111.996,0.123,0.0895,3.03e-05,0.488,221736,-7.399,0.378,0,0
552,552,552,552,2CS4Ukg7da5hSGmLBdzhK9,0.725,0.373,99.844,0.0397,0.0458,0.0,0.608,225947,-6.347,0.662,1,5
553,553,553,553,63OC8cNa4ZnFB3bbvbWCOc,0.409,0.119,79.954,0.0423,0.294,0.000596,0.675,248920,-10.707,0.308,0,0
554,554,554,554,4ofwffwvvnbSkrMSCKQDaC,0.735,0.242,115.744,0.0457,0.286,0.0,0.673,201287,-4.733,0.754,1,5
555,555,555,555,7oiZRx7OZbUAYUiYeFTXrf,0.384,0.0484,137.935,0.0651,0.072,0.00115,0.786,211147,-8.655,0.77,1,5
556,556,556,556,2lwi35A2ym3FAmSlvOGnQp,0.435,0.119,103.817,0.0515,0.0363,0.881,0.829,230147,-10.136,0.594,1,0
557,557,557,557,1eQBEelI2NCy7AUTerX0KS,0.403,0.54,105.169,0.414,0.62,0.0,0.592,320680,-8.768,0.391,0,0
558,558,558,558,1Wsbr1d2BouNGk2q92mIj7,0.752,0.787,145.076,0.333,0.552,0.0,0.674,130293,-4.073,0.236,1,11
559,559,559,559,19a3JfW8BQwqHWUMbcqSx8,0.735,0.0975,173.935,0.117,0.0711,0.0,0.465,196040,-3.715,0.409,1,6
560,560,560,560,49fT6owWuknekShh9utsjv,0.566,0.104,100.224,0.517,0.563,0.0,0.811,147240,-6.033,0.169,0,8
561,561,561,561,36o4taPyOdnOMf01ERmn9a,0.593,0.121,101.956,0.109,0.706,0.0,0.603,131773,-4.685,0.523,1,7
562,562,562,562,4qYLPta5HZ36idWiXtqh7B,0.626,0.313,101.971,0.208,0.00572,0.0,0.547,199867,-6.244,0.346,1,2
563,563,563,563,5CGS4UovzA7ftCJkLVXQju,0.374,0.217,80.326,0.741,0.594,0.0,0.756,44827,-7.966,0.966,1,5
564,564,564,564,6wfzokDylbrJzrJcpnBkcy,0.537,0.0907,126.036,0.095,0.0449,0.0,0.564,123387,-8.381,0.459,0,9
565,565,565,565,30Zcjs7pgEkmJA1lEbGSWT,0.415,0.195,125.357,0.131,0.329,0.0,0.527,236120,-7.184,0.12,1,5
566,566,566,566,66Q3fAmSX5eHamgbKa9alP,0.744,0.138,81.396,0.476,0.262,0.000382,0.441,251573,-6.248,0.124,0,6
567,567,567,567,2EUNZfjPToKZIahK0WMLKd,0.495,0.087,139.951,0.229,0.0254,0.0,0.936,161013,-6.062,0.299,1,1
568,568,568,568,64lsIF5pw0sJY0gV5kz0RN,0.842,0.419,129.98,0.0292,0.132,0.91,0.641,278769,-7.27,0.5,1,9
569,569,569,569,1I55Ea0zVoSKs6MqW7DQ3i,0.792,0.109,144.064,0.0826,0.292,0.0,0.749,180000,-4.151,0.239,0,10
570,570,570,570,3DMz5XiVasCKSHXgYrSc9i,0.829,0.0855,95.006,0.033,0.325,0.000979,0.724,224787,-5.759,0.528,1,0
571,571,571,571,5cXg9IQS34FzLVdHhp7hu7,0.478,0.101,130.018,0.193,0.00759,0.0,0.855,221827,-9.116,0.284,1,1
572,572,572,572,3wdfLVUhmX64lIyWIIEW8s,0.504,0.123,129.969,0.123,0.023,0.0,0.89,213613,-5.444,0.222,0,8
573,573,573,573,2bSk87AVkCIIC3Bcligq1z,0.541,0.115,139.978,0.149,0.0021,0.0,0.716,247055,-7.909,0.387,1,1
574,574,574,574,19gEmPjfqSZT0ulDRfjl0m,0.51,0.0562,167.879,0.42,0.0505,1.81e-06,0.794,194561,-7.314,0.18,1,9
575,575,575,575,4LkT6eAaE0ewY21VHfKoBv,0.402,0.121,175.667,0.251,0.181,0.0,0.588,261867,-10.812,0.216,1,10
576,576,576,576,02rdXe0KhMe8p6ZHzYtuw0,0.347,0.154,169.994,0.404,0.485,3.24e-05,0.649,269728,-7.67,0.176,0,1
577,577,577,577,0anUgBvnA4u5LsHUeLRprc,0.566,0.11,132.858,0.226,0.0773,0.0,0.942,189147,-4.834,0.479,1,11
578,578,578,578,7ooMMJ57DvXJ9QrdA2IKzb,0.483,0.122,144.123,0.402,0.106,0.0,0.663,138467,-7.885,0.374,1,8
579,579,579,579,2AGj9do0rWaU1KkQWzxueo,0.666,0.147,145.978,0.172,0.182,1.62e-05,0.78,243287,-6.222,0.537,0,1
580,580,580,580,6XkuklKiHYVTlVvWlTgQYP,0.631,0.108,186.071,0.129,0.063,0.0,0.687,192253,-5.612,0.853,1,9
581,581,581,581,3L0IKstjUgDFVQAbQIRZRv,0.725,0.086,140.003,0.159,0.0119,0.0,0.725,192027,-6.067,0.515,0,8
582,582,582,582,01Lr5YepbgjXAWR9iOEyH1,0.413,0.111,131.965,0.089,0.0361,0.0,0.772,246213,-8.193,0.211,0,0
583,583,583,583,5Z8HZM6iQMhhqyPcCGY5g9,0.651,0.0772,111.997,0.235,0.063,0.0,0.855,193027,-8.044,0.559,0,0
584,584,584,584,0Tel1fmuCxEFV6wBLXsEdk,0.227,0.0248,74.993,0.0498,0.64,0.00469,0.589,280853,-16.67,0.182,1,2
585,585,585,585,7eSSmgq26BXr7xay3WKjfi,0.0474,0.147,102.983,0.526,0.00516,1.22e-06,0.702,52062,-15.198,0.175,0,3
586,586,586,586,6d8HN8MqqbqrEUI2bvx0aG,0.571,0.0846,110.013,0.0949,0.535,0.000305,0.458,297000,-6.739,0.586,1,4
587,587,587,587,5JaSg0AYyAMMLjyGGDrrCm,0.311,0.11,92.744,0.0442,0.289,6.74e-05,0.325,333462,-7.481,0.0789,1,10
588,588,588,588,6LNoArVBBVZzUTUiAX2aKO,0.64,0.137,137.728,0.37,0.0438,0.0,0.546,339250,-5.582,0.63,1,8
589,589,589,589,6Hfu9sc7jvv6coyy2LlzBF,0.561,0.109,80.009,0.146,0.0466,0.0,0.587,243187,-6.569,0.351,1,0
590,590,590,590,35acXjupfWHgtchiS6yAjC,0.431,0.274,177.3,0.256,0.795,0.0,0.459,195170,-8.375,0.128,0,9
591,591,591,591,5LuXsO34x6KVlL8OWsxRqk,0.471,0.13,107.98,0.402,0.319,1.28e-06,0.738,204630,-9.208,0.283,0,11
592,592,592,592,1jgcODbfAL3tV7tikF6n1j,0.69,0.303,148.07,0.0642,0.27,0.0,0.752,147669,-3.948,0.396,1,7
593,593,593,593,0JuSGEldfovcc8IS9va1wa,0.656,0.47,99.811,0.247,0.148,0.0,0.595,242400,-7.868,0.416,1,7
594,594,594,594,68RhNM8ehkarnEKnCkqlsp,0.534,0.351,110.057,0.0389,0.129,0.0,0.386,197898,-6.086,0.343,0,5
595,595,595,595,45N9i9QraLWD6GW7xBqxnx,0.548,0.167,110.105,0.082,0.0784,7.26e-05,0.792,198614,-7.079,0.197,1,4
596,596,596,596,7CC6UbCs4iGsePSzFxYxNn,0.236,0.272,162.351,0.0318,0.898,1.62e-05,0.319,156091,-9.644,0.254,1,5
597,597,597,597,2Y40huo5ewaKYxsFintYtF,0.422,0.152,82.986,0.119,0.0409,0.0,0.764,145301,-7.265,0.268,0,0
598,598,598,598,4jkwu5KQbXXrbAZzVmt5fE,0.491,0.192,105.989,0.0545,0.849,0.0,0.534,128313,-7.945,0.428,1,10
599,599,599,599,7EagormFign5ag6f16ua3I,0.644,0.194,166.35,0.344,0.201,0.00033,0.513,221250,-6.387,0.087,1,0
600,600,600,600,1LwdWIbfuqlOo8vlHxkyna,0.713,0.0879,106.137,0.126,0.0984,0.00844,0.477,538537,-6.805,0.113,1,1
601,601,601,601,75QktuEju5vz9lyXiLaUao,0.675,0.433,90.948,0.179,0.0581,0.0,0.67,183297,-4.624,0.263,0,6
602,602,602,602,2UwALqx6yOsXTFt7zRxnts,0.686,0.349,143.971,0.332,0.251,5.59e-06,0.662,215000,-8.302,0.678,1,7
603,603,603,603,5Iq6pIudd4KfuxZqf8872b,0.428,0.534,83.036,0.307,0.145,0.0,0.711,162108,-7.274,0.197,0,1
604,604,604,604,5aqUqSq0SqGBAqEn27PEzc,0.528,0.269,97.207,0.0449,0.102,0.0,0.381,358622,-6.997,0.256,1,5
605,605,605,605,5xvXeuxISyXJDRbZZf4uzd,0.465,0.384,126.937,0.0318,0.689,1.26e-06,0.44,310394,-6.592,0.241,1,3
606,606,606,606,3hd6zLhnTlbJ8PupYt3cAI,0.327,0.138,135.382,0.0341,0.00632,0.792,0.161,178061,-8.059,0.0815,0,1
607,607,607,607,2H8jWuNmluerTEsuh8Gu6y,0.572,0.0871,109.985,0.0515,0.453,0.0,0.7,297000,-6.459,0.686,1,4
608,608,608,608,5ad5uryyzVWs95bK3myGkw,0.473,0.13,82.295,0.422,0.406,2.14e-06,0.641,204630,-9.068,0.412,0,11
609,609,609,609,2auYgZ1GcTkWj2bOaE2Wwm,0.767,0.279,148.13,0.0731,0.309,0.0,0.753,182635,-3.773,0.258,1,7
610,610,610,610,360VkSTITvF55weIKoaNTw,0.726,0.0877,107.4,0.0941,0.0705,0.0192,0.524,690732,-6.628,0.146,1,8
611,611,611,611,078C2jXg7XsMgW78Gfx1JA,0.849,0.153,79.155,0.348,0.015,0.00373,0.427,334363,-2.945,0.55,1,7
612,612,612,612,2BJSMvOGABRxokHKB0OI8i,0.649,0.122,153.075,0.196,0.188,0.0,0.673,153800,-8.433,0.47,0,1
613,613,613,613,4JNTpbntShpUpACDUzwHV5,0.763,0.123,104.958,0.227,0.0915,1.37e-05,0.838,224160,-11.132,0.544,0,10
614,614,614,614,60PkjcScwvExG2cFomQBtN,0.599,0.253,87.362,0.239,0.11,0.0,0.395,186067,-6.352,0.45,1,8
615,615,615,615,1o0kWPueYo94LIjPYOE5Nf,0.772,0.178,167.018,0.375,0.282,0.0,0.461,372113,-3.98,0.414,0,2
616,616,616,616,0k7wmahjkn389wAZdz19Cv,0.658,0.0927,151.951,0.342,0.0421,0.0,0.752,213520,-6.297,0.387,1,0
617,617,617,617,74WvIWOGgBUPKtlpGAgiqw,0.843,0.107,154.09,0.215,0.0715,0.0,0.726,254507,-3.191,0.781,0,3
618,618,618,618,0VVJkld0IvkEXAAOsx70sh,0.627,0.134,140.003,0.279,0.0281,0.0,0.829,229307,-5.542,0.588,0,10
619,619,619,619,6o8K3gQTlinxmtYA9edqpP,0.513,0.162,146.015,0.0871,0.0302,0.000398,0.68,145240,-6.683,0.163,1,2
620,620,620,620,5SkRLpaGtvYPhw02vZhQQ9,0.734,0.139,91.03,0.484,0.149,0.0,0.657,223507,-4.832,0.434,0,8
621,621,621,621,1MJErNPIQUoEMu4YUUmecm,0.563,0.0685,119.934,0.112,0.0541,0.0,0.859,258789,-6.635,0.412,0,1
622,622,622,622,5mEwhCsqadBZIE7SSrv1gC,0.841,0.111,83.007,0.237,0.0232,0.0,0.74,248627,-2.891,0.673,0,6
623,623,623,623,6cWzj4jGLLEpjszTyZPg29,0.81,0.23,86.635,0.488,0.0331,0.0,0.583,284373,-6.388,0.319,1,0
624,624,624,624,5UsLjwBaTHBX4ektWIr4XX,0.906,0.182,104.02,0.342,0.249,0.0,0.457,357707,-2.278,0.54,0,5
625,625,625,625,4Q34FP1AT7GEl9oLgNtiWj,0.667,0.133,172.08,0.304,0.231,0.0,0.647,193839,-5.563,0.704,1,5
626,626,626,626,0KigswMMmTb5BseaLT8MwW,0.722,0.119,130.011,0.19,0.0379,0.000428,0.952,230320,-5.459,0.759,1,8
627,627,627,627,3eekarcy7kvN4yt5ZFzltW,0.427,0.21,76.469,0.0317,0.0546,5.83e-06,0.598,175721,-8.764,0.0605,0,7
628,628,628,628,2xLMifQCjDGFmkHkpNLD9h,0.73,0.124,155.008,0.222,0.00513,0.0,0.834,312820,-3.714,0.446,1,8
629,629,629,629,36N2bDLedBsK9VylCszIwH,0.572,0.378,128.05,0.0386,0.00117,0.0,0.732,242467,-6.157,0.239,1,0
630,630,630,630,5QemHQxj7PRkrw8lJl2W7C,0.72,0.132,108.685,0.0278,0.28,0.591,0.78,235293,-5.914,0.583,0,11
631,631,631,631,2HI4QQQDjKde4ua1lbkFcN,0.676,0.157,82.166,0.18,0.111,0.0,0.42,462253,-7.334,0.689,0,4
632,632,632,632,2zjGJ0dChMR0KxBZS15aqo,0.525,0.0971,99.978,0.0633,0.189,0.0,0.883,174100,-8.054,0.312,0,2
633,633,633,633,76MjtLfZoTNc3BDqUVjuRH,0.596,0.162,120.028,0.0534,0.00301,0.0,0.801,280666,-4.72,0.134,1,1
634,634,634,634,3ruoIF2UnoXdzK8mR61ebq,0.733,0.112,97.974,0.0969,0.349,0.0,0.825,190331,-5.625,0.62,0,1
635,635,635,635,55OdqrG8WLmsYyY1jijD9b,0.576,0.143,132.054,0.239,0.124,0.0,0.863,236293,-5.687,0.832,0,5
636,636,636,636,3XOalgusokruzA5ZBA2Qcb,0.422,0.129,77.502,0.187,0.00783,0.00693,0.773,136267,-4.572,0.488,0,1
637,637,637,637,0oC2A8KyHwofxRKDAICcKR,0.597,0.123,152.199,0.205,0.00665,0.0115,0.664,255789,-8.137,0.18,1,8
638,638,638,638,5rhZrGpt3dztIJqymYBoHc,0.795,0.0795,87.504,0.0676,0.197,0.0,0.575,305058,-4.629,0.511,0,8
639,639,639,639,1SAbRP0MrxQBKZWJFzlaHG,0.478,0.105,144.016,0.116,0.693,0.000104,0.677,218333,-5.945,0.467,0,9
640,640,640,640,5FFoKbF8FK0AIC0i5GjSyM,0.829,0.132,146.045,0.0497,0.0716,0.0431,0.563,230133,-5.657,0.0394,1,6
641,641,641,641,4BsN2VLlvd3BBJCt7gpwkc,0.749,0.079,109.997,0.043,0.0213,0.0321,0.791,199091,-8.744,0.0669,0,1
642,642,642,642,7gPwyCTZnSyQ1SVFU1Wu6L,0.815,0.0876,127.905,0.0346,0.00269,2.02e-06,0.628,202527,-5.224,0.242,0,1
643,643,643,643,6JzCO4ZzxAXhY86vTcqM1Q,0.876,0.157,122.058,0.0512,0.0606,0.0,0.543,268840,-5.069,0.415,0,10
644,644,644,644,6EsH66Uto1zwZlDGQ6RokU,0.711,0.135,128.102,0.0368,0.05,0.0031,0.534,230635,-5.927,0.3,0,10
645,645,645,645,5VRVUUkNXFRFjxmI5WukdL,0.635,0.15,179.904,0.064,0.0147,0.0105,0.553,246000,-8.56,0.334,0,6
646,646,646,646,1TNTryhCP84uvJJsyGZZnH,0.866,0.161,75.04,0.326,0.03,0.541,0.663,236800,0.856,0.349,1,8
647,647,647,647,1Srhot8FUSbjrMiXT7ZPAp,0.879,0.204,149.978,0.19,0.058,5.05e-05,0.589,192000,-5.18,0.528,0,5
648,648,648,648,3Vad9kkHv0DZZ0ioJdRrYV,0.72,0.195,105.015,0.0462,0.0245,0.000146,0.529,214714,-6.226,0.105,0,9
649,649,649,649,7aSyHHGumUsI2NE4aApEsu,0.592,0.253,91.814,0.0422,0.152,0.0,0.604,176087,-5.333,0.173,0,2
650,650,650,650,2lxoIZS8tpFwbiJyrDYguI,0.472,0.0954,74.473,0.0481,0.0883,1.42e-06,0.392,200000,-7.225,0.0526,0,1
651,651,651,651,11ys88tjubohRecrDwzWMs,0.634,0.205,124.0,0.0535,0.422,0.000258,0.688,174194,-6.448,0.434,1,0
652,652,652,652,5uGGmsI5G6i3OvgjRziSI0,0.93,0.307,151.064,0.103,0.004,4.72e-05,0.507,215800,-2.172,0.55,1,0
653,653,653,653,1AWQoqb9bSvzTjaLralEkT,0.714,0.0521,100.972,0.141,0.201,0.000234,0.892,267267,-6.055,0.817,0,4
654,654,654,654,6LOZws7T3jqZz78unPgFF9,0.761,0.102,119.001,0.0466,0.432,0.0,0.675,199506,-4.469,0.428,0,4
655,655,655,655,6hmhG1b4LEyNuashVvuIAo,0.732,0.269,145.992,0.0457,0.00312,9.86e-06,0.583,213428,-5.728,0.276,0,11
656,656,656,656,1KxwZYyzWNyZSRyErj2ojT,0.545,0.0963,74.897,0.0688,0.365,0.0,0.479,252733,-7.346,0.243,1,7
657,657,657,657,4mBto7hyeS6yHhx8lIkn4l,0.901,0.301,134.813,0.071,0.252,5.96e-06,0.738,135111,-4.968,0.747,1,7
658,658,658,658,51pshtuYkgUQnt5huMPbKL,0.766,0.0785,127.007,0.0377,0.0135,0.0,0.794,195873,-3.894,0.55,0,9
659,659,659,659,5svL1PkWw8hPEAOdTNLexy,0.856,0.109,150.008,0.0648,0.00128,2.78e-06,0.588,163260,-5.288,0.359,0,0
660,660,660,660,4rgwri7LajWVZvdj2N81SS,0.677,0.327,112.001,0.246,0.165,0.0,0.943,145760,-6.033,0.616,1,7
661,661,661,661,3nHbQNMuGuEtIVhPGVfFbF,0.443,0.159,100.762,0.0975,0.106,0.612,0.466,199467,-10.584,0.116,0,1
662,662,662,662,2gAGWaK4wvt2xrFUlR4mK8,0.803,0.242,67.536,0.173,0.302,0.0,0.284,323960,-5.293,0.553,0,2
663,663,663,663,2rqUblDWJKlMVwh9uJc0Vv,0.765,0.0779,137.767,0.28,0.0283,1.5e-05,0.838,302004,-6.299,0.635,1,7
664,664,664,664,1sFstGV1Z3Aw5TDFCiT7vK,0.601,0.0504,155.918,0.377,0.0321,0.0,0.725,185062,-9.03,0.811,1,1
